city,city_tier,platform_type,month_of_year,shield_score,daily_earnings,weekly_earnings,renewal_count,historical_payout_count,claim_frequency,flood_risk_score,aqi_risk_score,heat_risk_score,rainfall_risk_score,traffic_disruption_risk,social_disruption_risk,historical_disruption_freq,is_monsoon,is_heat_season,is_holiday_period,weekly_premium
Nagpur,Tier 2,Last-Mile Logistics,7,82,509.0,3054.0,2,5,2.5,0.459,0.389,0.375,0.438,0.286,0.102,0.197,1,0,0,72
Patna,Tier 3,Gig Driver,10,74,445.0,2670.0,7,3,0.429,0.436,0.463,0.556,0.398,0.518,0.205,0.208,0,0,1,53
Lucknow,Tier 2,Construction Worker,2,57,558.0,3348.0,20,0,0.0,0.33,0.498,0.353,0.309,0.585,0.009,0.291,0,0,0,63
Bangalore,Tier 1,Gig Driver,7,63,509.0,3054.0,12,8,0.667,0.236,0.574,0.411,0.291,0.569,0.277,0.097,1,0,0,105
Bhopal,Tier 3,Delivery Partner,11,79,567.0,3402.0,0,2,2.0,0.418,0.626,0.501,0.468,0.425,0.036,0.334,0,0,1,51
Bangalore,Tier 1,Gig Driver,7,62,722.0,4332.0,20,5,0.25,0.213,0.524,0.281,0.232,0.275,0.309,0.291,1,0,0,82
Gorakhpur,Tier 4,Delivery Partner,9,67,699.0,4194.0,1,3,3.0,0.488,0.4,0.627,0.458,0.283,0.042,0.238,1,0,0,51
Pune,Tier 2,Construction Worker,10,65,863.0,5178.0,15,4,0.267,0.478,0.489,0.344,0.468,0.522,0.258,0.245,0,0,1,81
Delhi,Tier 1,Delivery Partner,11,91,1006.0,6036.0,8,8,1.0,0.352,0.442,0.449,0.389,0.143,0.186,0.102,0,0,1,74
Gorakhpur,Tier 4,Construction Worker,1,85,896.0,5376.0,5,5,1.0,0.616,0.409,0.504,0.566,0.526,0.063,0.342,0,0,1,49
Mumbai,Tier 1,Grocery Rider,10,72,1185.0,7110.0,4,6,1.5,0.224,0.476,0.41,0.237,0.564,0.026,0.215,0,0,1,88
Bangalore,Tier 1,Last-Mile Logistics,3,92,605.0,3630.0,18,3,0.167,0.291,0.611,0.299,0.345,0.381,0.305,0.264,0,0,0,76
Gorakhpur,Tier 4,Gig Driver,11,75,1094.0,6564.0,17,5,0.294,0.558,0.442,0.563,0.516,0.295,0.381,0.146,0,0,1,50
Patna,Tier 3,Construction Worker,3,64,980.0,5880.0,22,1,0.045,0.478,0.646,0.511,0.479,0.489,0.153,0.183,0,0,0,66
Agra,Tier 3,Construction Worker,6,54,821.0,4926.0,1,1,1.0,0.602,0.54,0.531,0.609,0.235,0.111,0.33,1,1,0,73
Indore,Tier 3,Grocery Rider,2,78,918.0,5508.0,10,6,0.6,0.407,0.605,0.527,0.421,0.28,0.033,0.108,0,0,0,59
Surat,Tier 2,Delivery Partner,11,70,773.0,4638.0,8,7,0.875,0.263,0.359,0.479,0.291,0.354,0.097,0.273,0,0,1,58
Bhopal,Tier 3,Grocery Rider,6,66,769.0,4614.0,17,6,0.353,0.472,0.512,0.561,0.49,0.512,0.167,0.072,1,1,0,74
Indore,Tier 3,Grocery Rider,11,91,406.0,2436.0,18,6,0.333,0.53,0.459,0.542,0.569,0.584,0.216,0.187,0,0,1,54
Bangalore,Tier 1,Domestic Worker,5,73,452.0,2712.0,7,1,0.143,0.316,0.46,0.367,0.33,0.391,0.143,0.099,0,1,0,81
Bangalore,Tier 1,Last-Mile Logistics,3,87,931.0,5586.0,12,2,0.167,0.285,0.634,0.478,0.277,0.12,0.297,0.298,0,0,0,80
Patna,Tier 3,Last-Mile Logistics,6,80,422.0,2532.0,3,1,0.333,0.462,0.565,0.557,0.472,0.471,0.112,0.219,1,1,0,73
Mumbai,Tier 1,Last-Mile Logistics,8,69,1000.0,6000.0,11,4,0.364,0.373,0.648,0.319,0.386,0.265,0.176,0.307,1,0,0,110
Chennai,Tier 1,Grocery Rider,2,80,563.0,3378.0,5,6,1.2,0.418,0.415,0.472,0.409,0.257,0.205,0.332,0,0,0,75
Coimbatore,Tier 3,Domestic Worker,9,70,1085.0,6510.0,16,6,0.375,0.499,0.5,0.506,0.488,0.558,0.305,0.202,1,0,0,84
Chennai,Tier 1,Delivery Partner,2,71,447.0,2682.0,11,8,0.727,0.266,0.509,0.289,0.334,0.483,0.107,0.227,0,0,0,69
Bangalore,Tier 1,Domestic Worker,10,74,1105.0,6630.0,10,6,0.6,0.329,0.594,0.391,0.351,0.157,0.05,0.209,0,0,1,83
Mumbai,Tier 1,Last-Mile Logistics,7,83,1175.0,7050.0,12,1,0.083,0.321,0.416,0.388,0.373,0.598,0.172,0.146,1,0,0,117
Muzaffarpur,Tier 4,Grocery Rider,10,55,433.0,2598.0,16,2,0.125,0.537,0.266,0.622,0.578,0.234,0.325,0.067,0,0,1,49
Patna,Tier 3,Grocery Rider,3,62,1147.0,6882.0,8,4,0.5,0.592,0.614,0.606,0.598,0.584,0.286,0.327,0,0,0,80
Jaipur,Tier 2,Gig Driver,3,59,823.0,4938.0,2,2,1.0,0.282,0.498,0.421,0.316,0.105,0.078,0.197,0,0,0,56
Indore,Tier 3,Last-Mile Logistics,7,70,739.0,4434.0,9,7,0.778,0.579,0.601,0.475,0.562,0.209,0.386,0.089,1,0,0,79
Bangalore,Tier 1,Last-Mile Logistics,5,68,577.0,3462.0,7,7,1.0,0.395,0.45,0.27,0.403,0.105,0.034,0.292,0,1,0,71
Bareilly,Tier 4,Domestic Worker,4,73,1084.0,6504.0,14,1,0.071,0.621,0.213,0.646,0.643,0.5,0.203,0.12,0,1,0,62
Hyderabad,Tier 1,Last-Mile Logistics,1,77,1185.0,7110.0,12,5,0.417,0.239,0.456,0.303,0.294,0.193,0.027,0.35,0,0,1,66
Bareilly,Tier 4,Gig Driver,6,84,844.0,5064.0,14,5,0.357,0.675,0.432,0.452,0.615,0.225,0.268,0.316,1,1,0,59
Indore,Tier 3,Construction Worker,10,99,551.0,3306.0,4,4,1.0,0.601,0.692,0.467,0.59,0.143,0.224,0.201,0,0,1,52
Surat,Tier 2,Domestic Worker,12,69,667.0,4002.0,6,7,1.167,0.38,0.496,0.302,0.418,0.457,0.147,0.066,0,0,1,60
Surat,Tier 2,Grocery Rider,7,62,547.0,3282.0,10,4,0.4,0.394,0.389,0.389,0.424,0.38,0.155,0.176,1,0,0,70
Bhopal,Tier 3,Domestic Worker,4,70,463.0,2778.0,10,6,0.6,0.62,0.469,0.577,0.65,0.235,0.148,0.221,0,1,0,63
Jaipur,Tier 2,Gig Driver,6,67,935.0,5610.0,3,3,1.0,0.353,0.468,0.312,0.337,0.495,0.182,0.14,1,1,0,85
Gorakhpur,Tier 4,Domestic Worker,3,84,999.0,5994.0,21,8,0.381,0.518,0.229,0.513,0.558,0.391,0.213,0.229,0,0,0,49
Mumbai,Tier 1,Construction Worker,8,85,819.0,4914.0,22,3,0.136,0.229,0.432,0.384,0.3,0.254,0.348,0.279,1,0,0,83
Coimbatore,Tier 3,Last-Mile Logistics,12,75,560.0,3360.0,2,6,3.0,0.493,0.575,0.581,0.455,0.303,0.194,0.212,0,0,1,55
Bhopal,Tier 3,Grocery Rider,11,66,1046.0,6276.0,9,3,0.333,0.573,0.589,0.575,0.557,0.169,0.266,0.207,0,0,1,68
Jaipur,Tier 2,Construction Worker,3,55,1125.0,6750.0,22,6,0.273,0.397,0.371,0.412,0.433,0.497,0.198,0.318,0,0,0,78
Patna,Tier 3,Delivery Partner,8,64,1119.0,6714.0,19,7,0.368,0.624,0.621,0.615,0.57,0.532,0.128,0.103,1,0,0,93
Gorakhpur,Tier 4,Gig Driver,9,66,601.0,3606.0,16,6,0.375,0.53,0.234,0.524,0.534,0.321,0.139,0.274,1,0,0,49
Muzaffarpur,Tier 4,Delivery Partner,6,75,666.0,3996.0,22,8,0.364,0.636,0.238,0.483,0.607,0.504,0.099,0.069,1,1,0,57
Bareilly,Tier 4,Construction Worker,2,55,844.0,5064.0,3,3,1.0,0.582,0.364,0.508,0.61,0.255,0.278,0.055,0,0,0,50
Nagpur,Tier 2,Grocery Rider,11,54,835.0,5010.0,19,0,0.0,0.268,0.548,0.354,0.309,0.502,0.225,0.272,0,0,1,65
Gorakhpur,Tier 4,Construction Worker,11,57,1047.0,6282.0,20,6,0.3,0.524,0.343,0.636,0.509,0.251,0.184,0.295,0,0,1,54
Surat,Tier 2,Gig Driver,2,72,929.0,5574.0,0,1,1.0,0.476,0.375,0.358,0.499,0.512,0.343,0.175,0,0,0,77
Jaipur,Tier 2,Grocery Rider,9,70,585.0,3510.0,23,8,0.348,0.323,0.543,0.319,0.373,0.314,0.238,0.077,1,0,0,72
Muzaffarpur,Tier 4,Domestic Worker,12,64,1169.0,7014.0,18,3,0.167,0.652,0.315,0.506,0.68,0.272,0.064,0.219,0,0,1,49
Coimbatore,Tier 3,Last-Mile Logistics,7,85,782.0,4692.0,14,8,0.571,0.649,0.62,0.419,0.683,0.304,0.115,0.217,1,0,0,76
Hyderabad,Tier 1,Last-Mile Logistics,1,65,401.0,2406.0,15,1,0.067,0.312,0.609,0.393,0.381,0.243,0.112,0.098,0,0,1,71
Lucknow,Tier 2,Gig Driver,2,65,1034.0,6204.0,3,2,0.667,0.476,0.594,0.358,0.517,0.264,0.045,0.311,0,0,0,72
Nagpur,Tier 2,Last-Mile Logistics,6,59,744.0,4464.0,14,3,0.214,0.322,0.534,0.413,0.389,0.127,0.142,0.195,1,1,0,76
Agra,Tier 3,Gig Driver,6,48,983.0,5898.0,15,1,0.067,0.619,0.685,0.601,0.642,0.375,0.33,0.141,1,1,0,98
Coimbatore,Tier 3,Construction Worker,12,52,774.0,4644.0,14,5,0.357,0.471,0.69,0.478,0.434,0.363,0.023,0.083,0,0,1,58
Bangalore,Tier 1,Last-Mile Logistics,1,69,747.0,4482.0,22,1,0.045,0.4,0.585,0.357,0.393,0.258,0.31,0.066,0,0,1,82
Mumbai,Tier 1,Last-Mile Logistics,11,58,588.0,3528.0,3,2,0.667,0.433,0.615,0.427,0.438,0.36,0.39,0.34,0,0,1,96
Ahmedabad,Tier 2,Domestic Worker,3,79,558.0,3348.0,17,2,0.118,0.303,0.519,0.401,0.366,0.145,0.205,0.326,0,0,0,51
Surat,Tier 2,Domestic Worker,7,88,528.0,3168.0,14,3,0.214,0.492,0.579,0.342,0.455,0.143,0.364,0.108,1,0,0,72
Patna,Tier 3,Construction Worker,3,56,879.0,5274.0,5,6,1.2,0.418,0.507,0.633,0.467,0.491,0.008,0.148,0,0,0,54
Patna,Tier 3,Delivery Partner,12,55,1128.0,6768.0,19,3,0.158,0.558,0.468,0.627,0.598,0.139,0.213,0.141,0,0,1,67
Coimbatore,Tier 3,Domestic Worker,7,57,862.0,5172.0,12,0,0.0,0.639,0.576,0.421,0.637,0.27,0.342,0.18,1,0,0,81
Pune,Tier 2,Grocery Rider,5,65,1015.0,6090.0,24,1,0.042,0.316,0.542,0.351,0.317,0.333,0.377,0.33,0,1,0,80
Gorakhpur,Tier 4,Delivery Partner,9,65,520.0,3120.0,5,5,1.0,0.577,0.315,0.675,0.612,0.292,0.197,0.319,1,0,0,52
Surat,Tier 2,Grocery Rider,8,62,584.0,3504.0,3,4,1.333,0.3,0.359,0.461,0.296,0.126,0.092,0.291,1,0,0,55
Bhopal,Tier 3,Domestic Worker,11,71,733.0,4398.0,10,6,0.6,0.644,0.5,0.454,0.609,0.186,0.152,0.323,0,0,1,61
Bareilly,Tier 4,Gig Driver,10,55,1148.0,6888.0,3,5,1.667,0.462,0.253,0.591,0.477,0.12,0.161,0.245,0,0,1,49
Nagpur,Tier 2,Gig Driver,10,83,656.0,3936.0,5,4,0.8,0.273,0.457,0.332,0.34,0.338,0.127,0.28,0,0,1,56
Bareilly,Tier 4,Domestic Worker,2,48,1050.0,6300.0,21,2,0.095,0.667,0.368,0.462,0.657,0.482,0.055,0.119,0,0,0,54
Surat,Tier 2,Delivery Partner,4,69,757.0,4542.0,9,1,0.111,0.252,0.555,0.39,0.281,0.439,0.281,0.337,0,1,0,81
Kolkata,Tier 1,Last-Mile Logistics,12,43,1163.0,6978.0,4,8,2.0,0.361,0.475,0.282,0.409,0.281,0.264,0.191,0,0,1,87
Patna,Tier 3,Gig Driver,10,77,449.0,2694.0,4,6,1.5,0.503,0.587,0.509,0.528,0.514,0.308,0.062,0,0,1,53
Indore,Tier 3,Grocery Rider,8,73,1148.0,6888.0,20,8,0.4,0.609,0.661,0.476,0.591,0.335,0.063,0.059,1,0,0,84
Kolkata,Tier 1,Domestic Worker,3,69,1143.0,6858.0,15,4,0.267,0.345,0.567,0.478,0.345,0.411,0.016,0.106,0,0,0,95
Hyderabad,Tier 1,Grocery Rider,6,78,681.0,4086.0,14,0,0.0,0.294,0.533,0.25,0.289,0.204,0.1,0.292,1,1,0,80
Nagpur,Tier 2,Delivery Partner,8,61,803.0,4818.0,4,3,0.75,0.466,0.41,0.32,0.455,0.474,0.22,0.295,1,0,0,84
Patna,Tier 3,Domestic Worker,9,70,432.0,2592.0,20,7,0.35,0.646,0.546,0.438,0.648,0.242,0.234,0.226,1,0,0,77
Indore,Tier 3,Construction Worker,8,86,612.0,3672.0,13,7,0.538,0.512,0.584,0.566,0.539,0.297,0.258,0.095,1,0,0,67
Bhopal,Tier 3,Grocery Rider,2,69,984.0,5904.0,18,0,0.0,0.405,0.501,0.522,0.452,0.364,0.372,0.195,0,0,0,62
Ahmedabad,Tier 2,Last-Mile Logistics,1,59,1042.0,6252.0,8,3,0.375,0.312,0.575,0.528,0.375,0.36,0.271,0.284,0,0,1,79
Muzaffarpur,Tier 4,Last-Mile Logistics,3,75,427.0,2562.0,24,7,0.292,0.574,0.239,0.496,0.553,0.316,0.249,0.072,0,0,0,49
Gorakhpur,Tier 4,Construction Worker,8,55,859.0,5154.0,17,8,0.471,0.609,0.339,0.635,0.582,0.483,0.173,0.195,1,0,0,67
Chennai,Tier 1,Domestic Worker,2,86,648.0,3888.0,8,8,1.0,0.221,0.423,0.481,0.268,0.164,0.143,0.228,0,0,0,63
Nagpur,Tier 2,Domestic Worker,1,76,407.0,2442.0,24,7,0.292,0.3,0.59,0.453,0.296,0.133,0.011,0.123,0,0,1,51
Muzaffarpur,Tier 4,Grocery Rider,7,69,976.0,5856.0,3,3,1.0,0.68,0.302,0.498,0.664,0.554,0.322,0.07,1,0,0,72
Lucknow,Tier 2,Delivery Partner,8,79,1126.0,6756.0,8,5,0.625,0.281,0.484,0.52,0.294,0.341,0.028,0.133,1,0,0,87
Bangalore,Tier 1,Gig Driver,2,76,626.0,3756.0,24,3,0.125,0.315,0.568,0.291,0.332,0.469,0.347,0.238,0,0,0,78
Pune,Tier 2,Construction Worker,10,62,1157.0,6942.0,22,5,0.227,0.283,0.544,0.366,0.348,0.46,0.302,0.116,0,0,1,75
Bareilly,Tier 4,Construction Worker,7,97,1016.0,6096.0,5,2,0.4,0.476,0.441,0.673,0.455,0.511,0.207,0.189,1,0,0,60
Pune,Tier 2,Grocery Rider,1,81,984.0,5904.0,18,5,0.278,0.353,0.507,0.475,0.389,0.126,0.344,0.187,0,0,1,61
Muzaffarpur,Tier 4,Last-Mile Logistics,10,61,786.0,4716.0,17,2,0.118,0.672,0.295,0.637,0.614,0.338,0.397,0.281,0,0,1,50
Surat,Tier 2,Construction Worker,5,72,587.0,3522.0,9,4,0.444,0.352,0.545,0.493,0.34,0.561,0.237,0.164,0,1,0,79
Agra,Tier 3,Construction Worker,2,100,848.0,5088.0,4,6,1.5,0.522,0.576,0.444,0.551,0.371,0.052,0.28,0,0,0,54
Delhi,Tier 1,Last-Mile Logistics,11,60,815.0,4890.0,4,2,0.5,0.228,0.633,0.296,0.23,0.303,0.153,0.288,0,0,1,74
Ahmedabad,Tier 2,Grocery Rider,12,56,614.0,3684.0,10,3,0.3,0.377,0.387,0.453,0.396,0.457,0.375,0.324,0,0,1,67
Patna,Tier 3,Gig Driver,3,67,1116.0,6696.0,18,4,0.222,0.643,0.665,0.428,0.673,0.312,0.004,0.183,0,0,0,67
Indore,Tier 3,Gig Driver,8,72,671.0,4026.0,2,1,0.5,0.518,0.603,0.617,0.532,0.317,0.328,0.322,1,0,0,77
Patna,Tier 3,Domestic Worker,12,73,628.0,3768.0,8,5,0.625,0.412,0.617,0.616,0.387,0.506,0.341,0.324,0,0,1,60
Coimbatore,Tier 3,Gig Driver,6,77,657.0,3942.0,18,0,0.0,0.538,0.463,0.411,0.556,0.322,0.103,0.107,1,1,0,61
Bangalore,Tier 1,Construction Worker,8,66,788.0,4728.0,20,5,0.25,0.289,0.48,0.491,0.324,0.112,0.172,0.313,1,0,0,87
Bangalore,Tier 1,Domestic Worker,7,65,1007.0,6042.0,6,6,1.0,0.352,0.543,0.263,0.331,0.411,0.083,0.201,1,0,0,103
Pune,Tier 2,Gig Driver,5,50,1159.0,6954.0,10,4,0.4,0.461,0.531,0.319,0.426,0.346,0.064,0.343,0,1,0,88
Surat,Tier 2,Domestic Worker,10,71,691.0,4146.0,4,7,1.75,0.41,0.382,0.408,0.396,0.544,0.016,0.324,0,0,1,60
Surat,Tier 2,Construction Worker,1,65,1031.0,6186.0,1,1,1.0,0.258,0.592,0.432,0.263,0.281,0.027,0.347,0,0,1,68
Coimbatore,Tier 3,Delivery Partner,2,73,754.0,4524.0,5,7,1.4,0.637,0.511,0.533,0.622,0.451,0.027,0.108,0,0,0,62
Coimbatore,Tier 3,Delivery Partner,7,80,551.0,3306.0,6,2,0.333,0.543,0.504,0.615,0.583,0.359,0.141,0.12,1,0,0,66
Lucknow,Tier 2,Grocery Rider,5,77,1155.0,6930.0,2,5,2.5,0.349,0.523,0.422,0.365,0.234,0.182,0.191,0,1,0,84
Jaipur,Tier 2,Delivery Partner,6,75,663.0,3978.0,21,2,0.095,0.261,0.474,0.436,0.252,0.48,0.394,0.334,1,1,0,82
Delhi,Tier 1,Gig Driver,11,75,964.0,5784.0,9,3,0.333,0.313,0.535,0.462,0.33,0.287,0.197,0.224,0,0,1,86
Indore,Tier 3,Construction Worker,2,85,480.0,2880.0,22,1,0.045,0.551,0.48,0.42,0.549,0.301,0.236,0.077,0,0,0,54
Mumbai,Tier 1,Grocery Rider,8,57,1190.0,7140.0,2,2,1.0,0.34,0.572,0.331,0.315,0.588,0.115,0.177,1,0,0,124
Gorakhpur,Tier 4,Grocery Rider,9,70,1048.0,6288.0,21,7,0.333,0.584,0.27,0.465,0.542,0.548,0.274,0.125,1,0,0,64
Mumbai,Tier 1,Delivery Partner,12,74,858.0,5148.0,10,1,0.1,0.301,0.491,0.304,0.338,0.585,0.07,0.229,0,0,1,80
Indore,Tier 3,Construction Worker,3,54,603.0,3618.0,15,1,0.067,0.606,0.571,0.536,0.576,0.191,0.034,0.264,0,0,0,51
Ahmedabad,Tier 2,Gig Driver,2,79,712.0,4272.0,23,1,0.043,0.354,0.467,0.392,0.329,0.255,0.265,0.25,0,0,0,56
Chennai,Tier 1,Last-Mile Logistics,6,67,555.0,3330.0,9,2,0.222,0.253,0.406,0.474,0.249,0.214,0.112,0.088,1,1,0,74
Patna,Tier 3,Grocery Rider,11,64,507.0,3042.0,21,2,0.095,0.561,0.535,0.577,0.561,0.228,0.26,0.085,0,0,1,57
Bangalore,Tier 1,Domestic Worker,10,43,614.0,3684.0,0,2,2.0,0.351,0.618,0.5,0.377,0.302,0.09,0.127,0,0,1,91
Coimbatore,Tier 3,Last-Mile Logistics,12,44,1131.0,6786.0,6,2,0.333,0.492,0.543,0.496,0.526,0.425,0.246,0.15,0,0,1,66
Indore,Tier 3,Domestic Worker,11,72,719.0,4314.0,14,3,0.214,0.524,0.617,0.403,0.559,0.323,0.137,0.091,0,0,1,60
Bangalore,Tier 1,Delivery Partner,3,69,723.0,4338.0,24,1,0.042,0.37,0.505,0.49,0.393,0.504,0.044,0.169,0,0,0,79
Gorakhpur,Tier 4,Construction Worker,7,81,1089.0,6534.0,11,6,0.545,0.47,0.218,0.663,0.444,0.434,0.217,0.3,1,0,0,52
Surat,Tier 2,Grocery Rider,4,79,732.0,4392.0,8,1,0.125,0.332,0.502,0.533,0.382,0.598,0.009,0.084,0,1,0,79
Ahmedabad,Tier 2,Domestic Worker,10,86,628.0,3768.0,19,4,0.211,0.31,0.547,0.314,0.316,0.353,0.224,0.269,0,0,1,57
Mumbai,Tier 1,Construction Worker,5,86,868.0,5208.0,6,8,1.333,0.337,0.56,0.315,0.312,0.16,0.09,0.2,0,1,0,74
Bareilly,Tier 4,Domestic Worker,4,77,1031.0,6186.0,23,6,0.261,0.538,0.301,0.548,0.503,0.131,0.236,0.347,0,1,0,51
Lucknow,Tier 2,Construction Worker,1,63,1064.0,6384.0,7,7,1.0,0.426,0.586,0.402,0.45,0.332,0.252,0.185,0,0,1,82
Patna,Tier 3,Delivery Partner,4,72,823.0,4938.0,15,1,0.067,0.603,0.634,0.566,0.554,0.46,0.2,0.318,0,1,0,76
Agra,Tier 3,Delivery Partner,6,80,518.0,3108.0,10,2,0.2,0.587,0.452,0.442,0.586,0.457,0.367,0.262,1,1,0,62
Patna,Tier 3,Domestic Worker,7,60,401.0,2406.0,11,8,0.727,0.43,0.584,0.569,0.429,0.465,0.209,0.072,1,0,0,73
Kolkata,Tier 1,Gig Driver,2,77,980.0,5880.0,0,1,1.0,0.424,0.429,0.498,0.403,0.106,0.399,0.134,0,0,0,84
Mumbai,Tier 1,Last-Mile Logistics,4,60,864.0,5184.0,1,0,0.0,0.426,0.48,0.418,0.402,0.412,0.135,0.113,0,1,0,104
Patna,Tier 3,Domestic Worker,5,60,1122.0,6732.0,20,8,0.4,0.499,0.511,0.512,0.481,0.472,0.388,0.181,0,1,0,77
Indore,Tier 3,Gig Driver,12,74,526.0,3156.0,12,1,0.083,0.573,0.578,0.563,0.605,0.32,0.36,0.275,0,0,1,64
Muzaffarpur,Tier 4,Domestic Worker,10,100,660.0,3960.0,4,4,1.0,0.696,0.367,0.461,0.659,0.412,0.023,0.057,0,0,1,49
Bangalore,Tier 1,Last-Mile Logistics,2,48,751.0,4506.0,16,3,0.188,0.266,0.441,0.422,0.291,0.2,0.128,0.228,0,0,0,67
Hyderabad,Tier 1,Domestic Worker,6,81,973.0,5838.0,12,1,0.083,0.367,0.519,0.411,0.334,0.411,0.311,0.2,1,1,0,115
Lucknow,Tier 2,Construction Worker,7,55,914.0,5484.0,23,3,0.13,0.423,0.568,0.386,0.458,0.381,0.353,0.208,1,0,0,97
Delhi,Tier 1,Grocery Rider,2,100,999.0,5994.0,13,1,0.077,0.441,0.418,0.263,0.491,0.365,0.246,0.195,0,0,0,79
Coimbatore,Tier 3,Domestic Worker,10,74,998.0,5988.0,1,4,4.0,0.478,0.527,0.609,0.437,0.541,0.103,0.228,0,0,1,65
Kolkata,Tier 1,Delivery Partner,1,74,732.0,4392.0,22,2,0.091,0.372,0.486,0.319,0.434,0.475,0.258,0.157,0,0,1,85
Mumbai,Tier 1,Grocery Rider,8,90,830.0,4980.0,11,8,0.727,0.41,0.408,0.342,0.393,0.324,0.029,0.336,1,0,0,87
Agra,Tier 3,Construction Worker,5,75,843.0,5058.0,5,5,1.0,0.633,0.451,0.587,0.66,0.17,0.038,0.177,0,1,0,67
Hyderabad,Tier 1,Construction Worker,5,72,822.0,4932.0,23,1,0.043,0.235,0.4,0.453,0.22,0.417,0.366,0.113,0,1,0,92
Mumbai,Tier 1,Last-Mile Logistics,7,64,883.0,5298.0,8,8,1.0,0.241,0.584,0.325,0.263,0.4,0.069,0.272,1,0,0,97
Bangalore,Tier 1,Last-Mile Logistics,12,84,527.0,3162.0,18,1,0.056,0.372,0.432,0.356,0.36,0.474,0.105,0.315,0,0,1,68
Bhopal,Tier 3,Gig Driver,9,70,891.0,5346.0,11,0,0.0,0.422,0.548,0.578,0.446,0.412,0.113,0.163,1,0,0,75
Bhopal,Tier 3,Domestic Worker,3,75,803.0,4818.0,11,2,0.182,0.577,0.512,0.481,0.553,0.113,0.136,0.291,0,0,0,53
Jaipur,Tier 2,Delivery Partner,10,72,764.0,4584.0,21,1,0.048,0.258,0.57,0.303,0.327,0.345,0.137,0.327,0,0,1,62
Ahmedabad,Tier 2,Construction Worker,9,72,839.0,5034.0,0,0,0.0,0.305,0.457,0.463,0.347,0.1,0.375,0.099,1,0,0,75
Mumbai,Tier 1,Grocery Rider,1,62,430.0,2580.0,15,5,0.333,0.231,0.647,0.329,0.219,0.153,0.288,0.306,0,0,1,65
Patna,Tier 3,Grocery Rider,3,70,584.0,3504.0,1,8,8.0,0.529,0.513,0.635,0.567,0.383,0.142,0.164,0,0,0,56
Indore,Tier 3,Grocery Rider,6,90,761.0,4566.0,7,6,0.857,0.614,0.686,0.484,0.609,0.148,0.08,0.174,1,1,0,69
Surat,Tier 2,Last-Mile Logistics,2,76,527.0,3162.0,18,5,0.278,0.364,0.501,0.473,0.366,0.535,0.227,0.182,0,0,0,65
Chennai,Tier 1,Domestic Worker,11,71,1057.0,6342.0,1,2,2.0,0.354,0.608,0.374,0.33,0.107,0.121,0.259,0,0,1,81
Ahmedabad,Tier 2,Domestic Worker,1,63,797.0,4782.0,12,1,0.083,0.355,0.453,0.358,0.333,0.198,0.022,0.109,0,0,1,58
Coimbatore,Tier 3,Last-Mile Logistics,5,65,686.0,4116.0,10,1,0.1,0.402,0.66,0.408,0.456,0.546,0.214,0.213,0,1,0,64
Muzaffarpur,Tier 4,Gig Driver,1,58,918.0,5508.0,11,3,0.273,0.461,0.214,0.564,0.47,0.544,0.042,0.297,0,0,1,49
Lucknow,Tier 2,Domestic Worker,5,66,653.0,3918.0,23,3,0.13,0.35,0.388,0.426,0.395,0.321,0.196,0.305,0,1,0,64
Coimbatore,Tier 3,Last-Mile Logistics,10,70,606.0,3636.0,15,3,0.2,0.621,0.594,0.455,0.586,0.502,0.018,0.348,0,0,1,67
Muzaffarpur,Tier 4,Grocery Rider,3,75,716.0,4296.0,0,6,6.0,0.573,0.42,0.553,0.569,0.125,0.001,0.123,0,0,0,49
Mumbai,Tier 1,Grocery Rider,9,62,491.0,2946.0,11,0,0.0,0.303,0.562,0.428,0.291,0.14,0.376,0.128,1,0,0,94
Surat,Tier 2,Delivery Partner,11,64,1057.0,6342.0,12,4,0.333,0.442,0.499,0.384,0.424,0.161,0.204,0.226,0,0,1,71
Chennai,Tier 1,Grocery Rider,9,67,691.0,4146.0,7,6,0.857,0.36,0.625,0.291,0.362,0.17,0.25,0.269,1,0,0,91
Bhopal,Tier 3,Delivery Partner,3,70,1160.0,6960.0,22,4,0.182,0.416,0.601,0.414,0.464,0.365,0.268,0.299,0,0,0,63
Bangalore,Tier 1,Delivery Partner,4,67,503.0,3018.0,16,6,0.375,0.317,0.55,0.258,0.313,0.116,0.168,0.319,0,1,0,75
Nagpur,Tier 2,Gig Driver,12,57,1137.0,6822.0,2,1,0.5,0.439,0.533,0.477,0.415,0.206,0.275,0.116,0,0,1,81
Agra,Tier 3,Grocery Rider,11,89,1027.0,6162.0,12,1,0.083,0.513,0.648,0.61,0.527,0.214,0.11,0.144,0,0,1,60
Gorakhpur,Tier 4,Domestic Worker,1,67,568.0,3408.0,13,2,0.154,0.564,0.427,0.476,0.58,0.444,0.038,0.327,0,0,1,49
Ahmedabad,Tier 2,Last-Mile Logistics,5,48,1005.0,6030.0,10,6,0.6,0.314,0.523,0.31,0.367,0.324,0.255,0.116,0,1,0,80
Surat,Tier 2,Last-Mile Logistics,8,85,779.0,4674.0,8,3,0.375,0.404,0.464,0.524,0.413,0.521,0.321,0.173,1,0,0,95
Bangalore,Tier 1,Grocery Rider,3,66,1061.0,6366.0,24,1,0.042,0.257,0.531,0.452,0.267,0.421,0.098,0.083,0,0,0,82
Hyderabad,Tier 1,Delivery Partner,3,70,617.0,3702.0,14,7,0.5,0.414,0.487,0.493,0.471,0.234,0.016,0.262,0,0,0,78
