claim_type,month_of_year,dcs_at_claim,gps_zone_mismatch,gps_jump_detected,gps_accuracy_low,vpn_detected,weather_claim_consistency,historical_dcs_deviation,claim_timing_anomaly,payout_frequency_score,duplicate_event_attempt,platform_inactivity_hours,unusual_claim_amount,gps_risk_score,weather_risk_score,behavioral_risk_score,fraud_score,risk_band,decision
suspicious,6,87,1,0,0,0,0.8,0.2,1,1.901,0,3.22,1,20,9,4,33,medium,review
clean,7,95,0,0,0,0,0.931,0.117,0,1.125,0,0.06,0,0,1,0,1,low,pass
suspicious,10,84,1,0,1,0,0.502,0.526,1,1.87,0,1.5,0,25,25,0,50,medium,review
clean,12,66,0,0,0,0,0.785,0.122,0,0.886,0,0.11,0,0,4,0,4,low,pass
suspicious,7,78,0,0,1,0,0.442,0.247,0,1.693,0,2.12,0,5,11,2,18,low,pass
clean,11,83,0,0,0,0,0.858,0.0,0,1.173,0,0.47,0,0,3,0,3,low,pass
clean,5,61,0,0,0,0,0.761,0.051,0,0.773,0,0.5,0,0,5,0,5,low,pass
clean,10,59,0,0,0,0,0.862,0.09,0,0.749,0,0.5,0,0,3,0,3,low,pass
clean,11,77,0,0,0,0,0.684,0.039,0,0.765,0,0.1,0,0,6,0,6,low,pass
suspicious,4,65,1,0,1,0,0.517,0.246,0,3.157,0,1.54,0,25,10,10,45,medium,review
clean,1,68,0,0,0,0,0.971,0.0,0,1.301,0,0.68,0,0,1,0,1,low,pass
clean,8,83,0,0,0,0,0.913,0.032,0,0.835,0,0.42,0,0,2,0,2,low,pass
suspicious,11,57,1,0,1,0,0.535,0.507,1,2.646,0,2.83,0,25,24,7,56,medium,review
clean,11,61,0,0,0,0,0.93,0.159,0,0.786,0,0.32,0,0,1,0,1,low,pass
clean,4,70,0,0,0,0,1.0,0.088,0,0.771,0,0.45,0,0,0,0,0,low,pass
clean,1,85,0,0,0,0,0.936,0.136,0,0.875,0,0.68,0,0,1,0,1,low,pass
clean,9,93,0,0,0,0,0.87,0.093,0,0.84,0,0.54,0,0,3,0,3,low,pass
suspicious,10,61,1,0,0,0,0.488,0.387,1,2.275,0,1.55,0,20,20,5,45,medium,review
clean,8,77,0,0,0,0,0.808,0.087,0,1.272,0,0.45,0,0,4,0,4,low,pass
clean,11,60,0,0,0,0,0.872,0.208,0,0.584,0,0.04,0,0,3,0,3,low,pass
clean,4,74,0,0,0,0,0.788,0.083,0,0.854,0,0.35,0,0,4,0,4,low,pass
clean,10,75,0,0,0,1,0.751,0.149,0,0.809,0,0.86,0,3,5,0,8,low,pass
suspicious,9,92,0,0,1,0,0.397,0.576,0,1.5,0,2.99,1,5,22,4,31,medium,review
clean,8,67,0,0,0,0,0.77,0.102,0,0.704,0,0.0,0,0,5,0,5,low,pass
fraudulent,9,72,1,1,1,1,0.122,0.939,1,3.4,1,7.26,1,40,33,25,98,high,fail
clean,10,55,0,0,0,0,0.85,0.077,0,1.309,0,0.41,0,0,3,0,3,low,pass
clean,12,73,0,0,1,0,0.864,0.104,0,1.215,0,0.05,0,5,3,0,8,low,pass
clean,5,61,0,0,0,0,1.0,0.176,0,0.98,0,0.69,0,0,0,0,0,low,pass
clean,4,85,0,0,0,0,0.832,0.108,0,0.984,0,0.23,0,0,3,0,3,low,pass
clean,10,72,0,0,0,0,0.972,0.111,0,0.928,0,0.24,0,0,1,0,1,low,pass
clean,7,80,0,0,0,0,0.944,0.098,0,0.795,0,0.17,0,0,1,0,1,low,pass
suspicious,2,58,1,0,0,0,0.526,0.263,0,2.473,1,3.77,1,20,9,17,46,medium,review
clean,5,75,0,0,0,0,0.819,0.112,0,1.144,0,0.45,0,0,4,0,4,low,pass
clean,9,91,0,0,0,0,0.842,0.1,0,0.812,0,0.39,0,0,3,0,3,low,pass
clean,9,66,0,0,0,0,0.788,0.121,0,0.886,0,0.68,1,0,4,2,6,low,pass
suspicious,5,59,1,0,1,0,0.703,0.275,0,1.882,0,3.69,0,25,6,2,33,medium,review
clean,3,56,0,0,0,0,0.83,0.104,0,0.917,0,0.22,0,0,3,0,3,low,pass
clean,10,76,0,0,0,0,0.89,0.112,0,0.698,0,0.45,0,0,2,0,2,low,pass
suspicious,9,77,1,0,0,0,0.534,0.455,0,2.887,0,2.99,1,20,14,9,43,medium,review
suspicious,3,80,0,0,1,0,0.298,0.453,1,3.399,0,3.72,0,5,24,12,41,medium,review
clean,11,82,0,0,1,0,0.828,0.12,0,1.06,0,0.53,0,5,3,0,8,low,pass
suspicious,2,64,1,1,0,0,0.747,0.267,1,2.098,0,3.46,0,32,10,7,49,medium,review
clean,12,57,0,0,0,0,0.906,0.073,0,0.809,0,0.3,0,0,2,0,2,low,pass
clean,9,76,0,0,0,0,0.79,0.126,0,0.892,0,0.89,0,0,4,0,4,low,pass
suspicious,4,72,0,1,0,0,0.386,0.364,0,2.668,0,3.34,0,12,17,7,36,medium,review
clean,2,80,0,0,0,0,0.762,0.158,0,0.919,0,1.08,0,0,5,0,5,low,pass
clean,6,74,0,0,0,0,0.839,0.158,0,0.828,0,0.43,0,0,3,0,3,low,pass
clean,4,65,0,0,0,0,0.89,0.015,0,0.496,0,0.3,0,0,2,0,2,low,pass
suspicious,7,67,1,0,1,1,0.355,0.2,1,2.671,0,2.21,0,28,18,7,53,medium,review
clean,5,83,0,0,0,0,0.823,0.107,0,1.001,0,0.58,0,0,4,0,4,low,pass
clean,2,84,0,0,0,0,0.866,0.123,0,0.8,0,0.29,0,0,3,0,3,low,pass
clean,9,81,0,0,0,0,0.665,0.132,0,0.763,0,1.1,0,0,7,0,7,low,pass
clean,10,85,0,0,0,0,0.909,0.148,0,1.041,0,0.66,0,0,2,0,2,low,pass
clean,11,77,0,0,0,0,0.888,0.128,0,0.935,0,0.32,0,0,2,0,2,low,pass
clean,7,71,0,0,0,0,0.756,0.121,0,1.158,0,0.46,0,0,5,0,5,low,pass
suspicious,3,69,0,1,1,0,0.573,0.248,0,2.073,0,1.77,1,17,9,7,33,medium,review
clean,5,67,0,0,0,0,0.757,0.105,0,0.888,0,0.74,0,0,5,0,5,low,pass
fraudulent,11,84,1,0,1,0,0.277,0.569,1,3.0,0,5.08,1,25,29,12,66,high,fail
fraudulent,3,63,1,0,1,0,0.129,0.783,0,4.69,1,6.43,1,25,27,25,77,high,fail
suspicious,7,78,0,1,1,0,0.661,0.6,0,2.241,0,2.77,0,17,17,7,41,medium,review
clean,1,70,0,0,0,0,0.783,0.116,0,1.127,0,0.35,0,0,4,0,4,low,pass
clean,11,60,0,0,0,0,0.819,0.074,0,0.67,0,0.54,0,0,4,0,4,low,pass
fraudulent,3,64,1,1,1,1,0.217,0.694,1,5.671,0,7.1,1,40,31,17,88,high,fail
fraudulent,5,56,1,1,1,1,0.088,0.795,1,3.928,0,6.01,1,40,33,17,90,high,fail
clean,2,77,0,0,0,0,0.836,0.086,0,0.954,0,1.13,0,0,3,0,3,low,pass
clean,6,71,0,0,0,0,0.821,0.104,0,0.947,0,0.35,0,0,4,0,4,low,pass
fraudulent,11,71,1,0,1,0,0.16,0.849,1,3.792,0,5.17,0,25,32,15,72,high,fail
clean,6,95,0,0,0,0,0.993,0.04,0,1.077,0,0.44,0,0,0,0,0,low,pass
clean,4,55,0,0,0,0,0.753,0.081,0,0.855,0,0.01,1,0,5,2,7,low,pass
clean,5,58,0,0,0,0,0.884,0.116,0,0.83,0,0.64,0,0,2,0,2,low,pass
clean,5,57,0,0,0,0,0.866,0.165,0,0.684,0,0.41,0,0,3,0,3,low,pass
clean,2,84,0,0,0,0,0.93,0.127,0,0.44,0,0.0,0,0,1,0,1,low,pass
clean,5,78,0,0,0,0,0.85,0.182,0,0.814,0,0.69,0,0,3,0,3,low,pass
fraudulent,9,86,1,1,1,1,0.208,0.787,1,5.057,0,7.92,1,40,31,17,88,high,fail
suspicious,12,85,1,0,0,0,0.686,0.319,1,2.224,0,3.52,1,20,16,9,45,medium,review
clean,11,74,0,0,0,0,0.889,0.13,0,0.546,0,0.86,0,0,2,0,2,low,pass
suspicious,4,81,0,0,1,0,0.295,0.305,0,2.398,0,2.97,0,5,19,7,31,medium,review
clean,6,83,0,0,0,0,0.963,0.041,1,0.827,0,0.0,0,0,6,0,6,low,pass
clean,3,73,0,0,0,1,0.861,0.09,0,0.652,0,0.89,0,3,3,0,6,low,pass
clean,10,75,0,0,1,0,0.936,0.104,0,1.128,0,0.47,0,5,1,0,6,low,pass
clean,9,78,0,0,1,0,0.907,0.143,0,0.686,0,0.63,0,5,2,0,7,low,pass
clean,8,72,0,0,0,0,0.863,0.049,0,0.645,0,0.65,0,0,3,0,3,low,pass
clean,2,67,0,0,0,0,0.827,0.027,0,1.016,0,0.78,0,0,3,0,3,low,pass
clean,11,72,0,0,0,0,0.756,0.1,0,1.204,0,0.23,0,0,5,0,5,low,pass
clean,4,75,0,0,1,0,0.987,0.084,0,0.886,0,0.08,0,5,0,0,5,low,pass
clean,10,60,0,0,0,0,0.741,0.067,0,1.077,0,1.2,0,0,5,0,5,low,pass
fraudulent,8,92,0,1,0,1,0.4,0.682,1,3.915,1,5.02,1,15,27,25,67,high,fail
clean,5,60,0,0,0,0,0.939,0.064,0,0.853,0,0.65,0,0,1,0,1,low,pass
clean,8,87,0,0,0,0,0.886,0.069,0,0.881,0,0.32,0,0,2,0,2,low,pass
clean,7,84,0,0,0,0,0.783,0.049,0,0.606,0,0.61,0,0,4,0,4,low,pass
clean,10,84,0,0,1,0,0.831,0.043,0,0.654,0,0.13,0,5,3,0,8,low,pass
fraudulent,1,60,1,1,1,0,0.139,0.869,1,3.655,0,7.34,1,37,32,17,86,high,fail
clean,6,86,0,0,0,0,0.975,0.108,0,0.747,0,0.47,0,0,1,0,1,low,pass
clean,6,85,0,0,0,0,0.847,0.186,0,0.554,0,0.83,0,0,3,0,3,low,pass
suspicious,5,55,0,1,1,1,0.289,0.461,0,2.095,0,4.83,1,20,19,12,51,medium,review
fraudulent,3,58,1,0,1,0,0.267,0.786,1,3.447,1,9.21,1,25,30,25,80,high,fail
clean,3,83,0,0,0,0,1.0,0.201,0,0.699,0,0.44,0,0,0,0,0,low,pass
clean,7,84,0,0,0,0,0.755,0.07,0,0.957,0,0.72,0,0,5,0,5,low,pass
clean,3,81,0,0,0,0,0.893,0.014,0,0.893,0,0.66,0,0,2,0,2,low,pass
suspicious,10,60,0,0,0,0,0.692,0.423,1,2.544,0,2.76,0,0,16,7,23,low,pass
fraudulent,11,73,1,1,1,1,0.227,1.0,1,5.166,1,7.05,1,40,30,25,95,high,fail
suspicious,10,56,1,0,1,0,0.659,0.388,1,2.335,1,3.95,1,25,17,17,59,medium,review
clean,6,77,0,0,0,0,0.802,0.094,0,0.626,0,0.73,0,0,4,0,4,low,pass
clean,12,66,0,0,0,0,0.936,0.13,1,0.853,0,0.49,0,0,6,0,6,low,pass
clean,10,80,0,0,0,0,0.862,0.155,0,1.107,0,0.07,0,0,3,0,3,low,pass
clean,12,80,0,0,0,0,0.78,0.122,0,0.632,0,0.78,0,0,4,0,4,low,pass
clean,11,75,0,0,0,0,0.828,0.135,0,0.907,0,0.47,0,0,3,0,3,low,pass
clean,6,77,0,0,0,0,0.763,0.073,0,0.877,0,0.46,0,0,5,0,5,low,pass
clean,12,58,0,0,0,0,0.908,0.068,0,0.894,0,0.95,0,0,2,0,2,low,pass
clean,12,84,0,0,0,0,0.916,0.105,0,0.608,0,0.09,0,0,2,0,2,low,pass
fraudulent,7,87,1,1,1,1,0.264,0.811,0,3.0,1,7.55,1,40,25,20,85,high,fail
suspicious,10,60,0,0,0,0,0.466,0.339,1,2.744,0,3.73,0,0,21,7,28,low,pass
clean,10,56,0,0,0,0,0.842,0.134,0,0.827,0,0.26,0,0,3,0,3,low,pass
clean,11,72,0,0,0,0,0.951,0.166,0,0.771,0,0.34,0,0,1,0,1,low,pass
clean,11,68,0,0,0,0,0.921,0.065,0,1.06,0,0.19,0,0,2,0,2,low,pass
clean,2,72,0,0,0,0,0.827,0.149,0,0.706,0,0.32,0,0,3,0,3,low,pass
clean,11,71,0,0,0,0,0.88,0.01,0,0.915,0,0.85,0,0,2,0,2,low,pass
clean,8,67,0,0,0,0,0.919,0.098,0,0.904,0,0.95,0,0,2,0,2,low,pass
clean,1,55,0,0,0,0,0.96,0.095,0,0.774,0,0.76,0,0,1,0,1,low,pass
clean,4,73,0,0,0,0,0.94,0.169,0,1.017,0,0.39,0,0,1,0,1,low,pass
clean,12,77,0,0,0,0,0.716,0.197,0,1.221,0,0.27,0,0,6,0,6,low,pass
clean,11,71,0,0,0,0,0.865,0.089,0,0.913,0,0.38,0,0,3,0,3,low,pass
suspicious,9,87,1,0,0,0,0.654,0.267,1,2.103,0,3.87,1,20,12,9,41,medium,review
clean,6,93,0,0,0,0,0.692,0.115,0,0.79,0,0.98,0,0,6,0,6,low,pass
clean,5,76,0,0,0,0,0.876,0.061,0,1.19,0,0.51,0,0,2,0,2,low,pass
clean,7,77,0,0,0,0,0.861,0.144,0,0.779,0,0.93,0,0,3,0,3,low,pass
clean,6,67,0,0,0,0,0.896,0.068,0,0.814,0,0.12,0,0,2,0,2,low,pass
clean,6,72,0,0,0,0,0.875,0.091,0,0.963,0,0.0,0,0,2,0,2,low,pass
clean,11,67,0,0,0,0,0.808,0.051,0,0.999,0,0.32,0,0,4,0,4,low,pass
suspicious,5,71,1,0,1,1,0.621,0.327,0,3.113,0,3.05,0,28,13,12,53,medium,review
clean,2,55,0,0,0,0,0.923,0.094,0,1.085,0,0.27,0,0,2,0,2,low,pass
clean,10,59,0,0,0,0,0.847,0.077,0,1.274,0,0.14,0,0,3,0,3,low,pass
clean,2,59,0,0,0,0,1.0,0.031,0,1.047,0,0.31,0,0,0,0,0,low,pass
clean,8,93,0,0,0,0,0.87,0.091,0,0.734,0,0.52,0,0,3,0,3,low,pass
clean,6,87,0,0,1,0,0.817,0.129,0,0.699,0,0.64,0,5,4,0,9,low,pass
suspicious,5,82,1,1,1,0,0.68,0.369,0,1.639,0,4.73,1,37,11,7,55,medium,review
fraudulent,3,80,1,0,1,0,0.247,0.592,1,4.595,0,4.0,1,25,30,14,69,high,fail
clean,12,55,0,0,0,0,0.944,0.206,0,1.065,0,0.2,0,0,1,0,1,low,pass
clean,3,66,0,0,0,0,0.691,0.168,0,0.871,0,0.38,0,0,6,0,6,low,pass
clean,1,61,0,0,0,0,0.943,0.07,0,1.052,0,0.51,0,0,1,0,1,low,pass
clean,9,86,0,0,0,0,0.87,0.181,0,0.802,0,0.33,0,0,3,0,3,low,pass
clean,4,69,0,0,0,0,0.834,0.04,0,1.087,0,0.74,0,0,3,0,3,low,pass
clean,12,77,0,0,0,0,0.849,0.054,0,0.351,0,0.25,0,0,3,0,3,low,pass
