city_tier,month_of_year,hour_of_day,day_of_week,is_monsoon,is_heat_season,rainfall_score,aqi_score,heat_score,order_drop_score,social_score,prev_rainfall,prev_aqi,prev_heat,hist_avg_rainfall,hist_avg_aqi,current_dcs,prev_dcs,hist_avg_dcs,dcs_trend,forecast_dcs,disruption_probability
Tier 1,3,1,5,0,0,0.2449,0.4207,0.2963,0.1287,0.1582,0.2088,0.4256,0.2985,0.28,0.48,29,29,32,0,29,0.156
Tier 1,1,0,0,0,0,0.2171,0.4159,0.2693,0.2251,0.1044,0.2518,0.456,0.2402,0.28,0.48,28,30,32,-2,25,0.124
Tier 2,5,16,5,0,1,0.4011,0.4231,0.5308,0.1718,0.1805,0.3609,0.4413,0.5501,0.33,0.42,41,41,36,0,39,0.204
Tier 4,3,8,4,0,0,0.5208,0.2837,0.5278,0.3536,0.1538,0.5147,0.2943,0.5317,0.52,0.28,53,49,49,4,56,0.555
Tier 1,8,2,3,1,0,0.4613,0.4797,0.3198,0.2167,0.1106,0.5105,0.4894,0.2866,0.322,0.552,48,49,46,-1,46,0.2
Tier 3,11,17,1,0,0,0.4806,0.5771,0.5584,0.267,0.2436,0.4835,0.5158,0.5581,0.48,0.52,59,52,49,7,56,0.642
Tier 2,12,5,0,0,0,0.24,0.4187,0.2348,0.1889,0.1539,0.1977,0.4585,0.2824,0.33,0.42,29,29,36,0,29,0.145
Tier 2,1,21,1,0,0,0.2463,0.4114,0.3288,0.2865,0.1764,0.2338,0.4171,0.2765,0.33,0.42,33,32,36,1,31,0.193
Tier 2,5,20,4,0,1,0.3439,0.4989,0.4101,0.2087,0.2387,0.3822,0.5519,0.4098,0.33,0.42,44,42,36,2,38,0.244
Tier 4,6,9,4,1,1,0.7508,0.276,0.7005,0.3585,0.2777,0.7889,0.2334,0.7114,0.598,0.322,85,76,70,9,97,0.861
Tier 3,9,20,4,1,0,0.655,0.5206,0.494,0.2633,0.1097,0.6529,0.4545,0.4847,0.552,0.598,75,65,71,10,84,0.855
Tier 4,3,3,3,0,0,0.498,0.3358,0.5957,0.4964,0.3215,0.4501,0.3195,0.5948,0.52,0.28,55,53,49,2,60,0.568
Tier 4,2,5,4,0,0,0.4772,0.3786,0.483,0.3736,0.2821,0.4966,0.3863,0.5206,0.52,0.28,50,51,49,-1,49,0.438
Tier 4,10,0,6,0,0,0.605,0.2982,0.5292,0.2522,0.1428,0.5891,0.3305,0.4461,0.52,0.28,50,48,49,2,55,0.508
Tier 1,4,23,1,0,1,0.2962,0.4373,0.5075,0.0408,0.073,0.3023,0.4235,0.4344,0.28,0.48,33,34,32,-1,30,0.17
Tier 3,3,0,4,0,0,0.4812,0.5901,0.4768,0.3056,0.1766,0.5057,0.6459,0.4823,0.48,0.52,52,56,49,-4,54,0.528
Tier 3,2,0,3,0,0,0.5422,0.5349,0.547,0.3141,0.1965,0.5595,0.5451,0.5588,0.48,0.52,54,55,49,-1,65,0.594
Tier 1,5,20,3,0,1,0.2456,0.4634,0.5334,0.1358,0.0111,0.1893,0.3942,0.4814,0.28,0.48,37,29,32,8,34,0.174
Tier 4,12,22,1,0,0,0.4334,0.2714,0.4158,0.3278,0.3439,0.4599,0.263,0.4437,0.52,0.28,44,44,49,0,47,0.186
Tier 1,4,23,0,0,1,0.2588,0.4984,0.4138,0.219,0.0816,0.2853,0.5218,0.4041,0.28,0.48,34,40,32,-6,36,0.205
Tier 4,12,16,4,0,0,0.6263,0.2904,0.4727,0.4746,0.1999,0.5937,0.2829,0.4334,0.52,0.28,54,51,49,3,59,0.609
Tier 4,9,9,0,1,0,0.7574,0.2809,0.5303,0.3507,0.1941,0.7573,0.3006,0.5252,0.598,0.322,78,72,70,6,87,0.878
Tier 4,7,8,3,1,0,0.6861,0.3572,0.5636,0.2854,0.2462,0.6705,0.3299,0.5041,0.598,0.322,78,68,70,10,88,0.872
Tier 2,5,15,6,0,1,0.3766,0.3999,0.5219,0.214,0.1582,0.3771,0.3982,0.5012,0.33,0.42,40,42,36,-2,40,0.191
Tier 1,4,5,4,0,1,0.2402,0.3957,0.3668,0.1378,0.1533,0.2179,0.4117,0.3427,0.28,0.48,29,29,32,0,23,0.137
Tier 2,1,1,6,0,0,0.44,0.5274,0.4092,0.2118,0.1582,0.4527,0.5258,0.4268,0.33,0.42,43,44,36,-1,37,0.201
Tier 4,12,22,0,0,0,0.568,0.2781,0.538,0.333,0.1564,0.5584,0.2372,0.4946,0.52,0.28,50,48,49,2,53,0.549
Tier 3,7,3,4,1,0,0.7289,0.4977,0.5057,0.2659,0.1384,0.7479,0.4847,0.5087,0.552,0.598,72,73,71,-1,81,0.915
Tier 2,7,7,6,1,0,0.4623,0.447,0.3889,0.2427,0.1222,0.5457,0.411,0.4278,0.3795,0.483,57,55,52,2,61,0.642
Tier 3,3,7,4,0,0,0.4503,0.5285,0.496,0.3874,0.1277,0.428,0.5399,0.4858,0.48,0.52,55,50,49,5,44,0.582
Tier 2,6,20,5,1,1,0.4255,0.3483,0.6743,0.2559,0.1971,0.4222,0.3786,0.6036,0.3795,0.483,62,55,52,7,63,0.755
Tier 1,12,5,0,0,0,0.299,0.4851,0.2382,0.186,0.1576,0.2777,0.5377,0.2033,0.28,0.48,32,32,32,0,27,0.192
Tier 2,7,5,3,1,0,0.6485,0.4303,0.3484,0.1736,0.2183,0.6995,0.4882,0.3471,0.3795,0.483,58,63,52,-5,66,0.694
Tier 1,4,3,3,0,1,0.378,0.4188,0.4076,0.1824,0.1574,0.3327,0.4278,0.384,0.28,0.48,36,34,32,2,36,0.175
Tier 3,3,18,6,0,0,0.4238,0.5238,0.3637,0.2465,0.2002,0.3529,0.421,0.2701,0.48,0.52,49,38,49,11,45,0.273
Tier 3,2,4,0,0,0,0.4557,0.5361,0.4815,0.2517,0.1976,0.4867,0.5287,0.4631,0.48,0.52,49,48,49,1,47,0.209
Tier 2,5,8,3,0,1,0.3678,0.4146,0.5363,0.262,0.0844,0.3826,0.4253,0.5289,0.33,0.42,45,41,36,4,45,0.228
Tier 1,1,22,0,0,0,0.2158,0.4484,0.3164,0.2213,0.005,0.1932,0.4322,0.3131,0.28,0.48,29,27,32,2,26,0.114
Tier 3,9,23,6,1,0,0.6729,0.4875,0.5097,0.2269,0.1854,0.6406,0.4635,0.5216,0.552,0.598,69,73,71,-4,79,0.836
Tier 3,2,19,0,0,0,0.5642,0.5612,0.5191,0.1843,0.1443,0.5508,0.484,0.5547,0.48,0.52,58,52,49,6,60,0.664
Tier 3,4,5,0,0,1,0.5594,0.5048,0.596,0.168,0.248,0.5586,0.4756,0.6073,0.48,0.52,53,53,49,0,58,0.609
Tier 4,7,7,5,1,0,0.712,0.3772,0.5538,0.3711,0.2132,0.7509,0.3817,0.5166,0.598,0.322,82,75,70,7,90,0.898
Tier 3,2,2,4,0,0,0.5434,0.5382,0.4367,0.3646,0.2129,0.5841,0.4475,0.4499,0.48,0.52,53,53,49,0,54,0.596
Tier 1,8,16,4,1,0,0.5787,0.359,0.3487,0.2171,0.0804,0.5591,0.3857,0.3241,0.322,0.552,49,49,46,0,65,0.261
Tier 2,7,22,1,1,0,0.538,0.389,0.3194,0.2866,0.1308,0.584,0.3758,0.2934,0.3795,0.483,52,53,52,-1,59,0.595
Tier 2,6,18,6,1,1,0.4924,0.4757,0.5805,0.1444,0.0799,0.4803,0.441,0.6496,0.3795,0.483,62,57,52,5,66,0.748
Tier 1,3,15,2,0,0,0.2824,0.5542,0.2705,0.2836,0.0228,0.3137,0.498,0.2579,0.28,0.48,34,36,32,-2,31,0.128
Tier 4,6,16,0,1,1,0.6608,0.3099,0.6718,0.3086,0.2995,0.612,0.2954,0.6516,0.598,0.322,73,70,70,3,83,0.845
Tier 2,10,20,0,0,0,0.3819,0.4069,0.3869,0.1751,0.0857,0.4419,0.336,0.3448,0.33,0.42,40,36,36,4,37,0.237
Tier 2,8,8,4,1,0,0.5568,0.434,0.3935,0.2479,0.1703,0.6447,0.4262,0.387,0.3795,0.483,62,58,52,4,78,0.77
Tier 3,5,5,6,0,1,0.4474,0.5218,0.5522,0.2219,0.189,0.4276,0.48,0.5718,0.48,0.52,49,47,49,2,40,0.228
Tier 4,4,6,1,0,1,0.4247,0.1679,0.7377,0.3441,0.2041,0.4172,0.1224,0.7542,0.52,0.28,47,45,49,2,43,0.198
Tier 4,6,4,4,1,1,0.6956,0.2656,0.6441,0.3533,0.2153,0.7049,0.3033,0.6678,0.598,0.322,72,75,70,-3,81,0.92
Tier 4,9,15,6,1,0,0.7603,0.2393,0.5567,0.2934,0.2489,0.7592,0.1839,0.5393,0.598,0.322,70,77,70,-7,87,0.857
Tier 2,11,0,5,0,0,0.375,0.2679,0.38,0.2579,0.1903,0.3431,0.3095,0.3586,0.33,0.42,34,34,36,0,28,0.217
Tier 1,12,13,2,0,0,0.2829,0.5452,0.3827,0.1219,0.173,0.303,0.5036,0.4006,0.28,0.48,35,38,32,-3,35,0.173
Tier 2,11,14,5,0,0,0.4059,0.3251,0.335,0.2049,0.2741,0.3631,0.2568,0.2773,0.33,0.42,36,35,36,1,33,0.203
Tier 2,4,5,1,0,1,0.3205,0.4322,0.5621,0.1942,0.13,0.3302,0.467,0.5304,0.33,0.42,39,38,36,1,39,0.201
Tier 2,11,20,5,0,0,0.3461,0.3861,0.41,0.2712,0.1434,0.4457,0.3236,0.4165,0.33,0.42,41,38,36,3,34,0.165
Tier 2,7,13,3,1,0,0.492,0.4359,0.3443,0.1849,0.1291,0.4823,0.4954,0.3717,0.3795,0.483,50,59,52,-9,54,0.471
Tier 1,7,17,1,1,0,0.4954,0.5121,0.2787,0.1168,0.1052,0.481,0.5713,0.3084,0.322,0.552,52,49,46,3,58,0.498
Tier 2,5,7,2,0,1,0.2686,0.4193,0.5321,0.2169,0.1214,0.2556,0.4347,0.5775,0.33,0.42,41,39,36,2,44,0.245
Tier 4,5,5,2,0,1,0.5573,0.4005,0.6526,0.3,0.1884,0.5172,0.4054,0.6646,0.52,0.28,55,55,49,0,61,0.652
Tier 1,4,23,6,0,1,0.3172,0.5354,0.4814,0.0831,0.0,0.4005,0.5141,0.4568,0.28,0.48,35,41,32,-6,35,0.228
Tier 1,10,2,4,0,0,0.37,0.4313,0.3781,0.157,0.0917,0.3263,0.3636,0.3769,0.28,0.48,34,31,32,3,31,0.179
Tier 2,11,15,2,0,0,0.4121,0.3309,0.3365,0.2309,0.1588,0.4562,0.3656,0.3404,0.33,0.42,36,42,36,-6,29,0.175
Tier 4,3,10,5,0,0,0.5349,0.3075,0.4645,0.2739,0.2059,0.6136,0.2747,0.5115,0.52,0.28,47,51,49,-4,50,0.25
Tier 2,1,1,1,0,0,0.3417,0.3685,0.3405,0.2472,0.196,0.3288,0.3657,0.3672,0.33,0.42,35,35,36,0,30,0.152
Tier 1,9,23,5,1,0,0.6401,0.4682,0.4019,0.281,0.089,0.6549,0.4723,0.3374,0.322,0.552,58,61,46,-3,67,0.717
Tier 4,1,3,0,0,0,0.5058,0.3971,0.4914,0.4647,0.2504,0.5283,0.3766,0.5145,0.52,0.28,53,55,49,-2,57,0.553
Tier 1,1,6,2,0,0,0.3772,0.5313,0.4069,0.1988,0.1024,0.3942,0.5741,0.397,0.28,0.48,39,41,32,-2,29,0.222
Tier 1,3,5,6,0,0,0.2037,0.5316,0.3741,0.1998,0.1326,0.2476,0.5117,0.4058,0.28,0.48,33,36,32,-3,27,0.177
Tier 2,2,1,1,0,0,0.2723,0.3598,0.4015,0.2246,0.2087,0.2585,0.3544,0.41,0.33,0.42,34,32,36,2,35,0.154
Tier 3,4,8,6,0,1,0.5509,0.5564,0.5371,0.3118,0.2113,0.5679,0.5508,0.4995,0.48,0.52,61,56,49,5,64,0.734
Tier 1,1,9,6,0,0,0.2354,0.4231,0.2975,0.1401,0.0453,0.2677,0.4185,0.3476,0.28,0.48,30,28,32,2,28,0.206
Tier 1,8,0,0,1,0,0.5119,0.6729,0.3399,0.1941,0.0,0.529,0.6797,0.3236,0.322,0.552,55,55,46,0,70,0.663
Tier 1,5,2,5,0,1,0.2577,0.4902,0.4458,0.227,0.1106,0.2466,0.4131,0.4555,0.28,0.48,35,33,32,2,29,0.218
Tier 2,11,23,5,0,0,0.3814,0.5058,0.4488,0.2555,0.0715,0.4551,0.4687,0.4381,0.33,0.42,41,48,36,-7,40,0.193
Tier 4,4,8,6,0,1,0.4836,0.4321,0.6676,0.3403,0.1772,0.4934,0.44,0.667,0.52,0.28,60,56,49,4,56,0.701
Tier 3,8,11,2,1,0,0.6411,0.5377,0.4459,0.2485,0.0924,0.645,0.5549,0.5203,0.552,0.598,66,70,71,-4,72,0.783
Tier 4,4,11,0,0,1,0.4423,0.3927,0.6873,0.315,0.1624,0.408,0.3683,0.7399,0.52,0.28,52,50,49,2,56,0.506
Tier 2,2,3,3,0,0,0.2945,0.4986,0.4049,0.1918,0.0661,0.2559,0.4623,0.4052,0.33,0.42,36,34,36,2,33,0.148
Tier 3,3,0,0,0,0,0.4976,0.5968,0.4702,0.2691,0.185,0.5423,0.561,0.5283,0.48,0.52,52,54,49,-2,53,0.505
Tier 1,1,9,2,0,0,0.3113,0.5058,0.2639,0.2076,0.117,0.3042,0.5403,0.241,0.28,0.48,36,33,32,3,32,0.195
Tier 1,7,13,6,1,0,0.4675,0.3916,0.2119,0.2273,0.0268,0.4787,0.3938,0.1972,0.322,0.552,42,48,46,-6,47,0.219
Tier 1,12,5,6,0,0,0.2661,0.4789,0.4075,0.2453,0.2171,0.275,0.4438,0.3899,0.28,0.48,36,34,32,2,32,0.088
Tier 4,4,19,5,0,1,0.6678,0.2458,0.6354,0.4503,0.1475,0.7133,0.2223,0.5825,0.52,0.28,62,58,49,4,70,0.751
Tier 1,6,3,6,1,1,0.5159,0.4061,0.4767,0.1243,0.0167,0.5324,0.4524,0.4614,0.322,0.552,49,50,46,-1,60,0.268
Tier 1,6,17,0,1,1,0.5275,0.5127,0.4329,0.141,0.1477,0.56,0.5058,0.4158,0.322,0.552,59,55,46,4,72,0.676
Tier 4,9,2,4,1,0,0.6571,0.3767,0.5272,0.3074,0.1366,0.6055,0.3618,0.6042,0.598,0.322,68,68,70,0,78,0.825
Tier 2,8,4,3,1,0,0.5016,0.3431,0.3286,0.1669,0.0258,0.5621,0.3516,0.3012,0.3795,0.483,45,47,52,-2,47,0.314
Tier 3,6,4,0,1,1,0.6914,0.4847,0.514,0.1904,0.2793,0.7515,0.5148,0.4694,0.552,0.598,70,74,71,-4,82,0.913
Tier 4,3,17,6,0,0,0.4296,0.2081,0.4894,0.3886,0.1372,0.4226,0.201,0.5211,0.52,0.28,46,42,49,4,48,0.195
Tier 4,4,18,3,0,1,0.5855,0.247,0.6798,0.3636,0.2319,0.6125,0.2626,0.7112,0.52,0.28,60,56,49,4,66,0.683
Tier 1,6,6,6,1,1,0.4134,0.4626,0.481,0.195,0.1634,0.4657,0.4761,0.5017,0.322,0.552,50,54,46,-4,54,0.498
Tier 1,7,9,3,1,0,0.6091,0.4472,0.4073,0.0987,0.1488,0.6666,0.3709,0.4128,0.322,0.552,59,54,46,5,71,0.684
Tier 3,2,1,3,0,0,0.4143,0.6621,0.4498,0.306,0.1412,0.3233,0.6251,0.3919,0.48,0.52,51,46,49,5,52,0.488
Tier 3,3,19,3,0,0,0.4856,0.477,0.5395,0.2981,0.1457,0.5197,0.4773,0.5404,0.48,0.52,55,50,49,5,53,0.64
Tier 3,2,21,1,0,0,0.4349,0.6567,0.5134,0.1888,0.1293,0.4917,0.7064,0.5141,0.48,0.52,50,53,49,-3,56,0.47
Tier 1,4,3,5,0,1,0.3307,0.5611,0.4729,0.2381,0.2109,0.3414,0.5541,0.4702,0.28,0.48,41,40,32,1,40,0.2
Tier 2,10,14,5,0,0,0.3497,0.3306,0.3744,0.2818,0.0729,0.3503,0.2564,0.3222,0.33,0.42,34,35,36,-1,37,0.183
Tier 3,5,19,4,0,1,0.5118,0.4554,0.6069,0.236,0.1161,0.5384,0.49,0.6229,0.48,0.52,55,52,49,3,55,0.64
Tier 4,4,13,4,0,1,0.4421,0.2128,0.6769,0.3622,0.2156,0.3977,0.2581,0.6095,0.52,0.28,48,49,49,-1,42,0.277
Tier 3,7,22,6,1,0,0.6093,0.6134,0.5421,0.3541,0.2932,0.6126,0.5729,0.538,0.552,0.598,76,73,71,3,92,0.891
Tier 3,3,22,0,0,0,0.4349,0.5053,0.5129,0.3374,0.0838,0.4227,0.4996,0.4656,0.48,0.52,48,46,49,2,47,0.242
Tier 3,12,19,4,0,0,0.4271,0.6407,0.5297,0.3132,0.2403,0.4369,0.6922,0.532,0.48,0.52,59,56,49,3,66,0.725
Tier 3,6,4,6,1,1,0.7156,0.551,0.6718,0.3391,0.2579,0.7061,0.6037,0.6855,0.552,0.598,81,84,71,-3,94,0.927
Tier 1,1,11,1,0,0,0.2566,0.5699,0.3617,0.1876,0.1661,0.3601,0.5231,0.3296,0.28,0.48,35,39,32,-4,33,0.172
Tier 2,4,1,2,0,1,0.4025,0.5767,0.4901,0.2142,0.119,0.4318,0.6256,0.5549,0.33,0.42,45,50,36,-5,41,0.2
Tier 3,4,21,2,0,1,0.5682,0.5274,0.5474,0.261,0.1953,0.5423,0.4868,0.5391,0.48,0.52,54,51,49,3,54,0.583
Tier 4,10,22,3,0,0,0.5512,0.2746,0.5856,0.2678,0.1779,0.538,0.3031,0.5943,0.52,0.28,49,51,49,-2,50,0.299
Tier 4,2,22,3,0,0,0.4341,0.321,0.4613,0.2258,0.1975,0.4701,0.2721,0.4843,0.52,0.28,43,43,49,0,40,0.262
Tier 1,10,19,4,0,0,0.319,0.4643,0.3449,0.1389,0.1668,0.3636,0.4691,0.3541,0.28,0.48,37,34,32,3,33,0.182
Tier 3,4,18,0,0,1,0.5438,0.5753,0.6411,0.3514,0.1234,0.5869,0.5437,0.6907,0.48,0.52,63,58,49,5,71,0.784
Tier 1,8,12,3,1,0,0.4526,0.4577,0.3104,0.0645,0.0,0.5047,0.4248,0.3846,0.322,0.552,42,47,46,-5,43,0.162
Tier 2,5,3,5,0,1,0.2648,0.3932,0.3876,0.1915,0.1279,0.213,0.3516,0.3788,0.33,0.42,33,29,36,4,31,0.169
Tier 4,8,17,2,1,0,0.7228,0.2409,0.44,0.4518,0.2578,0.763,0.2375,0.4334,0.598,0.322,76,70,70,6,83,0.876
Tier 3,12,9,1,0,0,0.4527,0.4672,0.5,0.2849,0.2636,0.5517,0.4167,0.5059,0.48,0.52,53,51,49,2,47,0.532
Tier 4,11,13,6,0,0,0.5344,0.2233,0.5296,0.3352,0.2285,0.4963,0.2296,0.4943,0.52,0.28,47,51,49,-4,53,0.245
Tier 4,8,15,3,1,0,0.769,0.1958,0.6231,0.2867,0.2728,0.7989,0.1597,0.6635,0.598,0.322,71,81,70,-10,82,0.897
Tier 2,6,20,6,1,1,0.4991,0.3154,0.5109,0.2034,0.1557,0.4422,0.3058,0.534,0.3795,0.483,57,49,52,8,62,0.633
Tier 4,10,19,5,0,0,0.5089,0.1381,0.6096,0.3606,0.1281,0.5239,0.1519,0.6585,0.52,0.28,50,47,49,3,54,0.518
Tier 4,12,9,0,0,0,0.473,0.2264,0.5159,0.2764,0.3161,0.5501,0.2083,0.4605,0.52,0.28,49,46,49,3,50,0.221
Tier 4,12,12,6,0,0,0.5527,0.2868,0.4794,0.3644,0.2727,0.5561,0.2907,0.4445,0.52,0.28,50,51,49,-1,54,0.496
Tier 2,9,13,3,1,0,0.6149,0.352,0.4163,0.1865,0.2467,0.6174,0.4024,0.3858,0.3795,0.483,56,62,52,-6,67,0.605
Tier 1,10,23,0,0,0,0.3255,0.4674,0.1951,0.2132,0.047,0.311,0.5295,0.266,0.28,0.48,30,36,32,-6,26,0.141
Tier 2,2,13,3,0,0,0.2937,0.3165,0.3857,0.2373,0.0997,0.3372,0.2991,0.3602,0.33,0.42,32,35,36,-3,32,0.148
Tier 2,9,22,1,1,0,0.5894,0.4973,0.4184,0.1713,0.065,0.532,0.5414,0.413,0.3795,0.483,57,56,52,1,71,0.663
Tier 1,5,18,5,0,1,0.3063,0.5183,0.4808,0.1981,0.1133,0.3063,0.5484,0.4953,0.28,0.48,41,38,32,3,39,0.223
Tier 1,9,9,2,1,0,0.4737,0.5287,0.3163,0.2234,0.0726,0.4583,0.5528,0.303,0.322,0.552,55,52,46,3,58,0.625
Tier 4,4,4,0,0,1,0.4912,0.3354,0.7237,0.4252,0.1936,0.4422,0.311,0.7124,0.52,0.28,55,55,49,0,54,0.6
Tier 1,2,16,5,0,0,0.259,0.5295,0.4513,0.2872,0.1683,0.3039,0.5628,0.4494,0.28,0.48,38,40,32,-2,37,0.146
Tier 3,9,8,1,1,0,0.6708,0.4704,0.5408,0.247,0.1997,0.6428,0.5344,0.4728,0.552,0.598,77,68,71,9,86,0.906
Tier 2,7,4,5,1,0,0.5453,0.4338,0.3891,0.1815,0.1302,0.5466,0.4416,0.3865,0.3795,0.483,54,55,52,-1,65,0.569
Tier 4,4,9,0,0,1,0.4569,0.2892,0.7424,0.3766,0.171,0.4894,0.2758,0.771,0.52,0.28,57,53,49,4,53,0.625
Tier 4,6,13,4,1,1,0.626,0.3107,0.6922,0.3756,0.2365,0.5955,0.3494,0.7319,0.598,0.322,73,81,70,-8,86,0.886
Tier 2,6,7,6,1,1,0.5122,0.452,0.4394,0.1547,0.0806,0.4404,0.4954,0.3599,0.3795,0.483,58,50,52,8,68,0.64
Tier 1,4,1,3,0,1,0.294,0.4801,0.5302,0.0223,0.0449,0.3164,0.4821,0.5603,0.28,0.48,34,35,32,-1,31,0.24
Tier 1,4,16,6,0,1,0.3721,0.5097,0.4747,0.2123,0.1496,0.3888,0.4797,0.5461,0.28,0.48,40,42,32,-2,38,0.193
Tier 4,1,23,3,0,0,0.603,0.2981,0.528,0.278,0.2596,0.5833,0.2802,0.5084,0.52,0.28,51,54,49,-3,56,0.549
Tier 4,9,17,1,1,0,0.6453,0.2904,0.4821,0.3258,0.3193,0.5792,0.321,0.463,0.598,0.322,73,63,70,10,86,0.894
Tier 1,3,8,2,0,0,0.2609,0.4866,0.3098,0.06,0.0706,0.2968,0.4263,0.2662,0.28,0.48,32,27,32,5,29,0.127
Tier 1,11,12,3,0,0,0.2567,0.4771,0.3589,0.2547,0.0843,0.3323,0.4698,0.3921,0.28,0.48,33,37,32,-4,26,0.168
Tier 2,1,14,6,0,0,0.2933,0.4035,0.4991,0.1466,0.158,0.2582,0.3912,0.5289,0.33,0.42,36,39,36,-3,32,0.189
Tier 2,9,8,4,1,0,0.6325,0.3659,0.4947,0.292,0.2222,0.6448,0.4128,0.4543,0.3795,0.483,67,62,52,5,78,0.836
Tier 2,2,22,4,0,0,0.1798,0.3939,0.3096,0.2496,0.1285,0.1547,0.4996,0.3511,0.33,0.42,29,34,36,-5,29,0.122
Tier 2,2,14,3,0,0,0.2767,0.4779,0.2564,0.2153,0.0097,0.2807,0.5121,0.2676,0.33,0.42,32,38,36,-6,29,0.244
Tier 1,10,7,4,0,0,0.2928,0.5369,0.2833,0.2772,0.1625,0.3516,0.5391,0.2331,0.28,0.48,39,36,32,3,35,0.201
Tier 2,5,12,5,0,1,0.4726,0.4391,0.5384,0.2162,0.0595,0.4761,0.4432,0.4996,0.33,0.42,44,42,36,2,42,0.206
Tier 4,4,15,4,0,1,0.4569,0.2974,0.7023,0.3573,0.1862,0.4807,0.2897,0.6548,0.52,0.28,51,56,49,-5,48,0.473
Tier 3,11,23,5,0,0,0.4353,0.6411,0.3895,0.2649,0.179,0.4481,0.5812,0.3965,0.48,0.52,49,51,49,-2,50,0.219
Tier 4,8,6,6,1,0,0.7701,0.2659,0.5484,0.3804,0.2962,0.7218,0.3026,0.5491,0.598,0.322,74,72,70,2,86,0.872
Tier 4,1,0,2,0,0,0.5511,0.3957,0.5788,0.4335,0.1769,0.5816,0.3499,0.5695,0.52,0.28,56,56,49,0,65,0.65
Tier 3,3,22,5,0,0,0.5445,0.444,0.5115,0.2706,0.2453,0.4783,0.4587,0.5206,0.48,0.52,51,47,49,4,51,0.498
Tier 2,2,23,5,0,0,0.363,0.4317,0.3902,0.1576,0.2072,0.3622,0.4331,0.4278,0.33,0.42,37,41,36,-4,36,0.169
Tier 1,4,11,6,0,1,0.3191,0.5086,0.4639,0.1721,0.1314,0.3507,0.5111,0.5087,0.28,0.48,37,39,32,-2,30,0.22
Tier 2,1,10,0,0,0,0.3152,0.4299,0.4484,0.2196,0.1422,0.2804,0.4447,0.4718,0.33,0.42,37,36,36,1,42,0.182
Tier 4,10,4,2,0,0,0.479,0.3224,0.517,0.2849,0.249,0.4449,0.3855,0.5367,0.52,0.28,47,48,49,-1,47,0.241
Tier 4,6,3,1,1,1,0.8473,0.3482,0.6993,0.2938,0.2112,0.8665,0.3152,0.751,0.598,0.322,82,82,70,0,91,0.922
Tier 3,6,4,1,1,1,0.6317,0.412,0.6953,0.2533,0.1159,0.6015,0.4807,0.669,0.552,0.598,69,69,71,0,76,0.858
Tier 4,4,1,2,0,1,0.4419,0.3374,0.6761,0.499,0.1775,0.4076,0.3987,0.7184,0.52,0.28,53,55,49,-2,56,0.558
Tier 3,3,18,6,0,0,0.4542,0.5886,0.4787,0.2101,0.1824,0.4229,0.4682,0.4434,0.48,0.52,54,43,49,11,53,0.557
Tier 4,3,10,1,0,0,0.5487,0.206,0.5746,0.2734,0.0795,0.5982,0.1718,0.6448,0.52,0.28,46,49,49,-3,55,0.233
Tier 2,9,8,0,1,0,0.5374,0.4969,0.3867,0.1763,0.1751,0.4529,0.5497,0.4403,0.3795,0.483,62,57,52,5,72,0.737
Tier 1,5,10,2,0,1,0.2062,0.5849,0.4409,0.2004,0.1152,0.1526,0.5151,0.4411,0.28,0.48,35,32,32,3,36,0.182
Tier 4,5,9,6,0,1,0.5655,0.3067,0.651,0.2899,0.2359,0.5689,0.3433,0.645,0.52,0.28,59,54,49,5,62,0.723
Tier 1,11,18,4,0,0,0.3484,0.4072,0.3682,0.0693,0.1591,0.3205,0.4216,0.2911,0.28,0.48,35,29,32,6,30,0.15
Tier 4,8,19,3,1,0,0.8038,0.4127,0.5762,0.2845,0.3258,0.7413,0.4005,0.5784,0.598,0.322,88,79,70,9,97,0.872
Tier 4,9,17,0,1,0,0.7801,0.248,0.533,0.2678,0.2542,0.7997,0.1983,0.5743,0.598,0.322,77,71,70,6,86,0.905
Tier 2,2,7,2,0,0,0.3338,0.4111,0.3902,0.2954,0.2045,0.2865,0.4505,0.4379,0.33,0.42,42,39,36,3,41,0.185
Tier 3,10,14,2,0,0,0.4571,0.565,0.4503,0.3385,0.2583,0.5028,0.6442,0.4466,0.48,0.52,51,61,49,-10,48,0.536
Tier 2,7,6,2,1,0,0.4273,0.4323,0.2974,0.1622,0.184,0.4194,0.4602,0.2885,0.3795,0.483,47,48,52,-1,44,0.242
Tier 1,3,6,1,0,0,0.1499,0.3928,0.267,0.1195,0.0673,0.1082,0.3366,0.3287,0.28,0.48,23,21,32,2,19,0.081
Tier 1,9,14,2,1,0,0.4269,0.5226,0.2931,0.1108,0.1268,0.4729,0.5441,0.195,0.322,0.552,45,49,46,-4,47,0.215
Tier 3,1,3,5,0,0,0.421,0.4357,0.6005,0.2816,0.2185,0.4213,0.4375,0.598,0.48,0.52,48,47,49,1,47,0.246
Tier 2,7,15,3,1,0,0.5863,0.4641,0.3315,0.288,0.1859,0.6139,0.5541,0.4132,0.3795,0.483,58,72,52,-14,72,0.642
Tier 2,3,16,2,0,0,0.2958,0.4604,0.3286,0.2556,0.1494,0.2616,0.4614,0.3808,0.33,0.42,36,36,36,0,34,0.194
Tier 1,5,15,4,0,1,0.2601,0.501,0.4071,0.1321,0.0597,0.2789,0.5074,0.4017,0.28,0.48,33,37,32,-4,30,0.134
